Afkomst,Gerecht,Ingrediënten,Wijnsoort,Smaakprofiel,Wijnstijl
Italië,Spaghetti alle Vongole del Mare met roomsaus,"witte wijn, olijfolie, knoflook, venusschelpen",Pinot Grigio,"Fris, Licht, Droog",Wit
Duitsland,Kartoffelsalat Rheinisch uit de oven,"aardappel, ui, azijn",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Nederland,Zalm met Dillesaus met Spekjes met verse basilicum,"zalm, citroen, dille",Rosé,"Licht, Fruitig, Fris",Rosé
Italië,Bruschetta al Pomodoro alla Casa uit de oven,"tomaat, basilicum, olijfolie, stokbrood",Prosecco,"Fris, Mousserend, Licht",Mousserend
Spanje,Tortilla Española del Mar met citroen,"ei, aardappel, ui",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Fritto Misto alla Casa met roomsaus,"citroen, bloem, garnalen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Nederland,Haring met Ui Ambachtelijk met verse groenten,"ui, haring",Riesling,"Zoet, Fris, Aromatisch",Wit
Frankrijk,Boeuf Bourguignon Traditionnel met olijven,"rundvlees, tijm, wortel, ui",Pinot Noir,"Elegant, Droog, Licht",Rood
Nederland,Kipspies met Paprika met Spekjes van de chef,"kip, ui, paprika",Rosé,"Licht, Fruitig, Fris",Rosé
Spanje,Patatas Bravas Andaluz van de chef,"aardappel, tomaat, paprika",Garnacha,"Fruitig, Rond, Zacht",Rood
Nederland,Asperges met Ham Hollands met kruiden,"boter, asperges, ham",Riesling,"Zoet, Fris, Aromatisch",Wit
Frankrijk,Cassoulet de Lyon met verse groenten,"tomaat, bonen, vlees",Syrah,"Krachtig, Kruidig, Stevig",Rood
Duitsland,Kartoffelsalat Rheinisch met olijven,"aardappel, azijn, ui",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Italië,Insalata Caprese alla Toscana met truffel,"basilicum, tomaat, olijfolie, mozzarella",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Bistecca alla Fiorentina Classico speciale editie,"rozemarijn, rundvlees, olijfolie, peper",Chianti,"Droog, Kruidig, Vol",Rood
Duitsland,Sauerbraten vom Grill met kruiden,"azijn, ui, rundvlees",Riesling,"Zoet, Fris, Aromatisch",Wit
Frankrijk,Boeuf Bourguignon à la Crème met citroen,"rundvlees, tijm, rode wijn",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Insalata Caprese alla Casa van de chef,"tomaat, olijfolie, basilicum, mozzarella",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Bistecca alla Fiorentina al Forno met citroen,"rundvlees, olijfolie, peper, rozemarijn",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Bistecca alla Fiorentina alla Casa met citroen,"rozemarijn, rundvlees, citroen, peper, olijfolie",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Risotto ai Funghi Classico speciale editie,"kaas, boter, rijst, room, paddenstoelen",Pinot Grigio,"Fris, Licht, Droog",Wit
Spanje,Albondigas en Salsa Casera met champignons,"tomatensaus, ui, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Duitsland,Bratwurst mit Sauerkraut vom Grill met verse groenten,"worst, zuurkool, aardappel",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Quiche Lorraine à la Crème met olijven,"eieren, room, kaas, spek",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Tortilla Española del Norte met olijven,"ui, ei, aardappel",Garnacha,"Fruitig, Rond, Zacht",Rood
Nederland,Kibbeling Ouderwets met verse groenten,"beslag, citroen, witvis",Riesling,"Zoet, Fris, Aromatisch",Wit
Nederland,Kibbeling met Spekjes met champignons,"beslag, citroen, witvis",Riesling,"Zoet, Fris, Aromatisch",Wit
Duitsland,Rinderroulade Rheinisch met verse groenten,"mosterd, augurk, rundvlees",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Canard à l’Orange de Lyon van de chef,"sinaasappel, boter, eend, honing",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Entrecôte au Poivre de Lyon met citroen,"peper, rundvlees, room",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Bruschetta al Pomodoro alla Casa met kruiden,"stokbrood, basilicum, olijfolie, tomaat",Prosecco,"Fris, Mousserend, Licht",Mousserend
Nederland,Zalm met Dillesaus met Spekjes uit de oven,"citroen, dille, zalm",Rosé,"Licht, Fruitig, Fris",Rosé
Duitsland,Forelle Müllerin nach Oma’s Rezept met verse groenten,"citroen, forel, boter",Riesling,"Zoet, Fris, Aromatisch",Wit
Frankrijk,Quiche Lorraine Provençale met roomsaus,"kaas, spek, room",Chardonnay,"Vol, Romig, Droog",Wit
Duitsland,Sauerbraten Bayerisch met roomsaus,"ui, rundvlees, azijn",Riesling,"Zoet, Fris, Aromatisch",Wit
Italië,Pasta all’Amatriciana al Forno met truffel,"guanciale, pecorino, peper, tomaat, ui",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Lasagne alla Bolognese del Mare met saus,"kaas, ui, tomaat",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Magret de Canard Traditionnel met roomsaus,"eend, aardappelgratin, rode wijnsaus",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Lasagne alla Bolognese alla Casa met citroen,"ui, gehakt, kaas, knoflook, tomaat",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Bistecca alla Fiorentina alla Toscana met verse groenten,"citroen, rozemarijn, rundvlees",Chianti,"Droog, Kruidig, Vol",Rood
Spanje,Gazpacho Andaluz Catalana uit de oven,"tomaat, knoflook, olijfolie",Albariño,"Fris, Aromatisch, Zacht",Wit
Nederland,Zalm met Dillesaus met Spekjes met champignons,"zalm, citroen, dille",Rosé,"Licht, Fruitig, Fris",Rosé
Frankrijk,Filet de Sole Régionale met roomsaus,"peterselie, citroen, vis, boter",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Paella Valenciana Casera met citroen,"garnalen, saffraan, rijst, kip",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Empanadas Andaluz met kruiden,"gehakt, paprika, ui",Garnacha,"Fruitig, Rond, Zacht",Rood
Spanje,Merluza a la Plancha Catalana met verse groenten,"heek, peterselie, citroen",Albariño,"Fris, Aromatisch, Zacht",Wit
Spanje,Albondigas en Salsa del Mar met olijven,"ui, gehaktballetjes, tomatensaus",Tempranillo,"Aards, Vol, Krachtig",Rood
Frankrijk,Poulet à la Crème Traditionnel met kruiden,"room, kip, boter",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Patatas Bravas Casera met olijven,"tomaat, paprika, aardappel",Garnacha,"Fruitig, Rond, Zacht",Rood
Frankrijk,Cassoulet Provençale uit de oven,"vlees, worst, tomaat",Syrah,"Krachtig, Kruidig, Stevig",Rood
Duitsland,Bratwurst mit Sauerkraut vom Grill van de chef,"worst, aardappel, zuurkool",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Duitsland,Rinderroulade Klassisch met verse groenten,"rundvlees, augurk, mosterd",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Duitsland,Rinderroulade Hausgemacht met kruiden,"augurk, rundvlees, mosterd",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Coq au Vin Provençale met citroen,"ui, spekjes, champignons, rode wijn",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Merluza a la Plancha de la Casa met verse basilicum,"citroen, heek, peterselie",Albariño,"Fris, Aromatisch, Zacht",Wit
Nederland,Haring met Ui Hollands met verse basilicum,"haring, ui",Riesling,"Zoet, Fris, Aromatisch",Wit
Duitsland,Sauerbraten vom Grill met roomsaus,"rundvlees, azijn, ui",Riesling,"Zoet, Fris, Aromatisch",Wit
Italië,Insalata Caprese alla Casa uit de oven,"tomaat, basilicum, olijfolie, mozzarella",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Lasagne alla Bolognese Tradizionale met saus,"gehakt, knoflook, tomaat",Chianti,"Droog, Kruidig, Vol",Rood
Spanje,Chorizo al Vino Catalana met kruiden,"rode wijn, chorizo, knoflook",Tempranillo,"Aards, Vol, Krachtig",Rood
Frankrijk,Quiche Lorraine de Lyon van de chef,"room, eieren, spek, kaas",Chardonnay,"Vol, Romig, Droog",Wit
Duitsland,Kartoffelsalat Hausgemacht van de chef,"aardappel, ui, azijn",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Duitsland,Bratwurst mit Sauerkraut Klassisch met roomsaus,"aardappel, worst, zuurkool",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Italië,Tiramisu al Forno met saus,"koffie, cacao, mascarpone, suiker, eieren",Prosecco,"Fris, Mousserend, Licht",Mousserend
Duitsland,Bratwurst mit Sauerkraut Rheinisch met verse groenten,"aardappel, zuurkool, worst",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Spanje,Pulpo a la Gallega Casera met roomsaus,"inktvis, paprika, aardappel",Albariño,"Fris, Aromatisch, Zacht",Wit
Italië,Tiramisu alla Casa uit de oven,"eieren, suiker, cacao, koffie, mascarpone",Prosecco,"Fris, Mousserend, Licht",Mousserend
Italië,Risotto ai Funghi al Forno met roomsaus,"rijst, kaas, boter, paddenstoelen, room",Pinot Grigio,"Fris, Licht, Droog",Wit
Nederland,Kipspies met Paprika Ouderwets met kruiden,"ui, kip, paprika",Rosé,"Licht, Fruitig, Fris",Rosé
Duitsland,Kartoffelsalat Bayerisch met kruiden,"azijn, aardappel, ui",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Poulet à la Crème Régionale met olijven,"room, boter, kip",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Gazpacho Andaluz Tradicional met citroen,"tomaat, komkommer, knoflook, olijfolie",Albariño,"Fris, Aromatisch, Zacht",Wit
Duitsland,Bratwurst mit Sauerkraut nach Oma’s Rezept met saus,"aardappel, worst, zuurkool",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Italië,Tiramisu alla Casa van de chef,"eieren, cacao, koffie, suiker",Prosecco,"Fris, Mousserend, Licht",Mousserend
Spanje,Paella Valenciana Catalana uit de oven,"saffraan, kip, garnalen, rijst",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Paella Valenciana Casera speciale editie,"saffraan, rijst, kip, garnalen",Tempranillo,"Aards, Vol, Krachtig",Rood
Nederland,Pannenkoeken met Appel met Spekjes met olijven,"bloem, melk, appel",Rosé,"Licht, Fruitig, Fris",Rosé
Nederland,Pannenkoeken met Appel Ouderwets uit de oven,"bloem, melk, appel",Rosé,"Licht, Fruitig, Fris",Rosé
Italië,Bistecca alla Fiorentina alla Casa met olijven,"rundvlees, citroen, rozemarijn, olijfolie",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Poulet à la Crème Régionale uit de oven,"kip, champignons, boter",Chardonnay,"Vol, Romig, Droog",Wit
Nederland,Haring met Ui met Spekjes met champignons,"haring, ui",Riesling,"Zoet, Fris, Aromatisch",Wit
Nederland,Haring met Ui Ouderwets met kruiden,"haring, ui",Riesling,"Zoet, Fris, Aromatisch",Wit
Spanje,Patatas Bravas del Norte met saus,"aardappel, paprika, tomaat",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Tiramisu alla Toscana met saus,"cacao, koffie, eieren, mascarpone",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Quiche Lorraine Traditionnel met citroen,"room, spek, kaas",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Albondigas en Salsa Catalana van de chef,"tomatensaus, ui, gehaktballetjes",Tempranillo,"Aards, Vol, Krachtig",Rood
Duitsland,Sauerbraten vom Grill met saus,"azijn, rundvlees, ui",Riesling,"Zoet, Fris, Aromatisch",Wit
Spanje,Chorizo al Vino Catalana van de chef,"chorizo, knoflook, rode wijn",Tempranillo,"Aards, Vol, Krachtig",Rood
Nederland,Pannenkoeken met Appel met Spekjes van de chef,"bloem, melk, appel",Rosé,"Licht, Fruitig, Fris",Rosé
Nederland,Zalm met Dillesaus met Spekjes met kruiden,"zalm, dille, citroen",Rosé,"Licht, Fruitig, Fris",Rosé
Duitsland,Kartoffelsalat Bayerisch met truffel,"azijn, aardappel, ui",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Boeuf Bourguignon Régionale met citroen,"wortel, rode wijn, ui, tijm, rundvlees",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Poulet à la Crème à la Crème met olijven,"boter, champignons, room",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Poulet à la Crème Maison uit de oven,"champignons, kip, room",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Merluza a la Plancha del Norte met truffel,"heek, peterselie, citroen",Albariño,"Fris, Aromatisch, Zacht",Wit
Frankrijk,Cassoulet Maison met champignons,"vlees, worst, tomaat",Syrah,"Krachtig, Kruidig, Stevig",Rood
Frankrijk,Canard à l’Orange Traditionnel met verse groenten,"boter, eend, sinaasappel, honing",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Coq au Vin au Vin met champignons,"spekjes, ui, kip, champignons, rode wijn",Pinot Noir,"Elegant, Droog, Licht",Rood
Italië,Pasta all’Amatriciana alla Toscana met saus,"peper, ui, guanciale",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Canard à l’Orange Provençale van de chef,"honing, sinaasappel, eend, boter",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Quiche Lorraine Maison met olijven,"eieren, spek, room",Chardonnay,"Vol, Romig, Droog",Wit
Spanje,Paella Valenciana del Mar uit de oven,"saffraan, garnalen, kip, rijst",Tempranillo,"Aards, Vol, Krachtig",Rood
Spanje,Albondigas en Salsa Tradicional met citroen,"ui, gehaktballetjes, tomatensaus",Tempranillo,"Aards, Vol, Krachtig",Rood
Nederland,Zalm met Dillesaus Ambachtelijk met roomsaus,"zalm, dille, citroen",Rosé,"Licht, Fruitig, Fris",Rosé
Spanje,Empanadas del Mar speciale editie,"paprika, gehakt, ui",Garnacha,"Fruitig, Rond, Zacht",Rood
Nederland,Pannenkoeken met Appel Ouderwets met kruiden,"melk, appel, bloem",Rosé,"Licht, Fruitig, Fris",Rosé
Duitsland,Rinderroulade Klassisch met verse basilicum,"rundvlees, mosterd, augurk",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Spanje,Patatas Bravas del Mar met citroen,"paprika, aardappel, tomaat",Garnacha,"Fruitig, Rond, Zacht",Rood
Frankrijk,Entrecôte au Poivre Traditionnel met citroen,"peper, rundvlees, room",Syrah,"Krachtig, Kruidig, Stevig",Rood
Nederland,Kipspies met Paprika met Spekjes met saus,"paprika, ui, kip",Rosé,"Licht, Fruitig, Fris",Rosé
Frankrijk,Cassoulet Traditionnel met champignons,"bonen, tomaat, worst, vlees",Syrah,"Krachtig, Kruidig, Stevig",Rood
Frankrijk,Magret de Canard de Lyon met truffel,"eend, aardappelgratin, rode wijnsaus",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Bistecca alla Fiorentina Tradizionale met champignons,"olijfolie, rozemarijn, peper, citroen, rundvlees",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Lasagne alla Bolognese al Forno met olijven,"ui, kaas, gehakt",Chianti,"Droog, Kruidig, Vol",Rood
Frankrijk,Poulet à la Crème Provençale met citroen,"kip, room, champignons",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Boeuf Bourguignon à la Crème met roomsaus,"tijm, rode wijn, rundvlees, wortel",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Entrecôte au Poivre de Lyon met saus,"room, rundvlees, peper",Syrah,"Krachtig, Kruidig, Stevig",Rood
Duitsland,Forelle Müllerin vom Grill van de chef,"boter, forel, citroen",Riesling,"Zoet, Fris, Aromatisch",Wit
Duitsland,Rinderroulade nach Oma’s Rezept van de chef,"rundvlees, augurk, mosterd",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Spanje,Pulpo a la Gallega de la Casa met verse basilicum,"paprika, inktvis, aardappel",Albariño,"Fris, Aromatisch, Zacht",Wit
Spanje,Empanadas Andaluz met verse basilicum,"paprika, ui, gehakt",Garnacha,"Fruitig, Rond, Zacht",Rood
Frankrijk,Entrecôte au Poivre au Vin met roomsaus,"peper, room, rundvlees",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Spaghetti alle Vongole Classico met champignons,"knoflook, venusschelpen, witte wijn, olijfolie",Pinot Grigio,"Fris, Licht, Droog",Wit
Spanje,Chorizo al Vino de la Casa met truffel,"chorizo, rode wijn, knoflook",Tempranillo,"Aards, Vol, Krachtig",Rood
Duitsland,Sauerbraten Bayerisch met champignons,"ui, azijn, rundvlees",Riesling,"Zoet, Fris, Aromatisch",Wit
Nederland,Asperges met Ham Hollands van de chef,"ham, asperges, boter",Riesling,"Zoet, Fris, Aromatisch",Wit
Duitsland,Bratwurst mit Sauerkraut Hausgemacht met roomsaus,"aardappel, zuurkool, worst",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Frankrijk,Entrecôte au Poivre Provençale van de chef,"peper, rundvlees, room",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Fritto Misto Tradizionale met olijven,"bloem, citroen, inktvis",Prosecco,"Fris, Mousserend, Licht",Mousserend
Spanje,Patatas Bravas del Norte met champignons,"tomaat, aardappel, paprika",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Bistecca alla Fiorentina alla Casa met kruiden,"peper, rozemarijn, rundvlees, olijfolie",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Bruschetta al Pomodoro alla Toscana met verse groenten,"tomaat, stokbrood, basilicum, olijfolie",Prosecco,"Fris, Mousserend, Licht",Mousserend
Frankrijk,Cassoulet Provençale met verse basilicum,"worst, bonen, tomaat",Syrah,"Krachtig, Kruidig, Stevig",Rood
Italië,Insalata Caprese Classico met roomsaus,"basilicum, mozzarella, olijfolie",Pinot Grigio,"Fris, Licht, Droog",Wit
Italië,Fritto Misto Rustico speciale editie,"inktvis, citroen, garnalen",Prosecco,"Fris, Mousserend, Licht",Mousserend
Nederland,Kibbeling Hollands met verse basilicum,"witvis, beslag, citroen",Riesling,"Zoet, Fris, Aromatisch",Wit
Italië,Bistecca alla Fiorentina alla Casa speciale editie,"citroen, rozemarijn, peper",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Pasta all’Amatriciana alla Casa met truffel,"pecorino, peper, tomaat, guanciale, ui",Chianti,"Droog, Kruidig, Vol",Rood
Duitsland,Kartoffelsalat nach Oma’s Rezept met verse groenten,"ui, azijn, aardappel",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Italië,Lasagne alla Bolognese del Mare uit de oven,"ui, tomaat, kaas, knoflook",Chianti,"Droog, Kruidig, Vol",Rood
Duitsland,Sauerbraten vom Grill met champignons,"rundvlees, ui, azijn",Riesling,"Zoet, Fris, Aromatisch",Wit
Frankrijk,Boeuf Bourguignon Régionale met verse basilicum,"tijm, wortel, rode wijn, rundvlees, ui",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Poulet à la Crème au Vin met olijven,"room, boter, champignons",Chardonnay,"Vol, Romig, Droog",Wit
Duitsland,Forelle Müllerin Klassisch met citroen,"citroen, forel, boter",Riesling,"Zoet, Fris, Aromatisch",Wit
Italië,Bistecca alla Fiorentina Rustico uit de oven,"rundvlees, olijfolie, rozemarijn, peper, citroen",Chianti,"Droog, Kruidig, Vol",Rood
Nederland,Haring met Ui Hollands met champignons,"ui, haring",Riesling,"Zoet, Fris, Aromatisch",Wit
Frankrijk,Filet de Sole au Vin met kruiden,"peterselie, vis, citroen, boter",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Filet de Sole Maison met kruiden,"peterselie, vis, boter",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Poulet à la Crème au Vin met champignons,"champignons, room, boter, kip",Chardonnay,"Vol, Romig, Droog",Wit
Frankrijk,Boeuf Bourguignon Provençale met truffel,"wortel, ui, tijm, rode wijn, rundvlees",Pinot Noir,"Elegant, Droog, Licht",Rood
Nederland,Kibbeling met Spekjes met verse basilicum,"beslag, citroen, witvis",Riesling,"Zoet, Fris, Aromatisch",Wit
Spanje,Gazpacho Andaluz de la Casa met verse basilicum,"knoflook, tomaat, komkommer, olijfolie",Albariño,"Fris, Aromatisch, Zacht",Wit
Nederland,Zalm met Dillesaus van het Huis met truffel,"citroen, dille, zalm",Rosé,"Licht, Fruitig, Fris",Rosé
Italië,Bistecca alla Fiorentina del Mare uit de oven,"citroen, peper, olijfolie, rozemarijn, rundvlees",Chianti,"Droog, Kruidig, Vol",Rood
Italië,Spaghetti alle Vongole alla Casa met truffel,"olijfolie, witte wijn, knoflook, venusschelpen",Pinot Grigio,"Fris, Licht, Droog",Wit
Frankrijk,Filet de Sole Régionale met champignons,"peterselie, citroen, boter, vis",Chardonnay,"Vol, Romig, Droog",Wit
Nederland,Haring met Ui met Kaas met verse basilicum,"ui, haring",Riesling,"Zoet, Fris, Aromatisch",Wit
Spanje,Tortilla Española Andaluz met kruiden,"ei, ui, aardappel",Garnacha,"Fruitig, Rond, Zacht",Rood
Duitsland,Rinderroulade vom Grill met olijven,"rundvlees, mosterd, augurk",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Nederland,Pannenkoeken met Appel Hollands met verse basilicum,"appel, bloem, melk",Rosé,"Licht, Fruitig, Fris",Rosé
Spanje,Paella Valenciana de la Casa met saus,"kip, saffraan, garnalen",Tempranillo,"Aards, Vol, Krachtig",Rood
Frankrijk,Coq au Vin au Vin met truffel,"ui, kip, champignons, rode wijn, spekjes",Pinot Noir,"Elegant, Droog, Licht",Rood
Frankrijk,Boeuf Bourguignon Provençale uit de oven,"ui, rode wijn, rundvlees, tijm, wortel",Pinot Noir,"Elegant, Droog, Licht",Rood
Spanje,Patatas Bravas Tradicional van de chef,"tomaat, paprika, aardappel",Garnacha,"Fruitig, Rond, Zacht",Rood
Duitsland,Kartoffelsalat Klassisch met verse groenten,"aardappel, azijn, ui",Spätburgunder,"Elegant, Rood fruit, Droog",Rood
Duitsland,Sauerbraten Rheinisch met roomsaus,"azijn, ui, rundvlees",Riesling,"Zoet, Fris, Aromatisch",Wit
Spanje,Pulpo a la Gallega Casera met kruiden,"paprika, inktvis, aardappel",Albariño,"Fris, Aromatisch, Zacht",Wit
Spanje,Empanadas del Norte met verse basilicum,"ui, gehakt, paprika",Garnacha,"Fruitig, Rond, Zacht",Rood
Italië,Spaghetti alle Vongole al Forno speciale editie,"venusschelpen, knoflook, witte wijn, olijfolie",Pinot Grigio,"Fris, Licht, Droog",Wit
